6,213,2221.35,-1410.68,1116.92,1054.25,765.115,0
6,81,32157.7,-19843.5,9486,23348.8,2280.64,1.19209e-07
6,211,12103.2,-8025,2633.62,8667.79,139.57,0
6,-211,20054.5,-11818.5,6852.38,14681,139.57,0
7,81,5032.61,-3390.86,-1903.77,-2446.18,2054.52,3.72529e-09
7,221,1471.19,-345.564,-837.392,-1021.75,547.51,0
7,-321,3561.42,-3045.3,-1066.38,-1424.43,493.677,-1.86265e-09
7,81,39752.2,-6520.01,-23680.1,-29103.1,11401.2,0
7,-10523,36820.6,-5301.64,-23664.3,-27109.6,5720.1,0
7,10325,2931.61,-1218.37,-15.846,-1993.5,1770.78,0
8,81,2525.81,622.786,80.3267,-1184.91,2140.42,-9.31323e-10
8,2212,1020.59,-22.6517,-292.629,-274.07,938.272,-1.16415e-10
8,-2212,1505.21,645.438,372.955,-910.84,938.272,0
9,81,20571,3725.18,-19301.4,5364.1,2823.4,0
9,10115,18761.1,3985.33,-17558.6,4975.33,1743.21,0
9,211,1809.88,-260.143,-1742.81,388.778,139.57,4.65661e-10
